,0
MOR-BLK01-PCS006-WS2-POA,100.0
MOR-BLK01-PCS006-WS2-POA,100.0
MOR-BLK01-PCS006-WS2-POA,100.0
MOR-BLK01-PCS006-WS2-POA,100.0
GW1-BLK01-PCS006-WS3-POA,100.0
GW1-BLK01-PCS006-WS3-POA,100.0
GW1-BLK01-PCS006-WS3-POA,100.0
GW1-BLK01-PCS006-WS3-POA,100.0
HEN-BLK01-PCS004-WS1-BOM,100.0
HEN-BLK01-PCS004-WS1-BOM,100.0
HEN-BLK01-PCS004-WS1-BOM,100.0
HEN-BLK01-PCS004-WS1-BOM,100.0
HEN-BLK01-PCS004-WS1-BOM,100.0
HEN-BLK02-PCS027-WS2-GHI,100.0
HEN-BLK02-PCS027-WS2-GHI,100.0
HEN-BLK02-PCS027-WS2-GHI,100.0
HEN-BLK02-PCS027-WS2-GHI,100.0
HEN-BLK02-PCS027-WS2-GHI,100.0
HEN-BLK02-PCS027-WS2-POA,100.0
HEN-BLK02-PCS027-WS2-POA,100.0
HEN-BLK02-PCS027-WS2-POA,100.0
HEN-BLK02-PCS027-WS2-POA,100.0
HEN-BLK03-PCS002-WS3-BOM,100.0
HEN-BLK03-PCS002-WS3-BOM,100.0
HEN-BLK03-PCS002-WS3-BOM,100.0
GW1-BLK01-PCS006-WS3-POA,100.0
GW1-BLK01-PCS006-WS3-GHI,100.0
GW1-BLK01-PCS006-WS3-GHI,100.0
GW1-BLK01-PCS004-WS2-GHI,100.0
GW1-BLK01-PCS001-WS1-GHI,100.0
GW1-BLK01-PCS001-WS1-GHI,100.0
GW1-BLK01-PCS001-WS1-GHI,100.0
GW1-BLK01-PCS001-WS1-POA,100.0
GW1-BLK01-PCS001-WS1-POA,100.0
GW1-BLK01-PCS001-WS1-POA,100.0
GW1-BLK01-PCS001-WS1-POA,100.0
GW1-BLK01-PCS001-WS1-POA,100.0
GW1-BLK01-PCS004-WS2-GHI,100.0
GW1-BLK01-PCS004-WS2-GHI,100.0
GW1-BLK01-PCS006-WS3-GHI,100.0
GW1-BLK01-PCS004-WS2-GHI,100.0
GW1-BLK01-PCS004-WS2-GHI,100.0
GW1-BLK01-PCS006-WS3-BOM,100.0
GW1-BLK01-PCS006-WS3-BOM,100.0
GW1-BLK01-PCS006-WS3-BOM,100.0
GW1-BLK01-PCS006-WS3-BOM,100.0
GW1-BLK01-PCS006-WS3-BOM,100.0
GW1-BLK01-PCS006-WS3-GHI,100.0
GW1-BLK01-PCS006-WS3-GHI,100.0
HEN-BLK03-PCS002-WS3-BOM,100.0
HEN-BLK03-PCS002-WS3-BOM,100.0
HEN-BLK03-PCS002-WS3-GHI,100.0
MOR-BLK01-PCS006-WS2-BOM,100.0
LAM-BLK04-PCS049-WS5-GHI,100.0
LAM-BLK04-PCS049-WS5-GHI,100.0
LAM-BLK04-PCS049-WS5-GHI,100.0
LAM-BLK04-PCS049-WS5-GHI,100.0
LAM-BLK04-PCS049-WS5-POA,100.0
LAM-BLK04-PCS049-WS5-POA,100.0
LAM-BLK04-PCS049-WS5-POA,100.0
LAM-BLK04-PCS049-WS5-POA,100.0
LAM-BLK04-PCS049-WS5-POA,100.0
MOR-BLK01-PCS006-WS2-BOM,100.0
LAM-BLK04-PCS027-WS1-GHI,100.0
MOR-BLK01-PCS006-WS2-BOM,100.0
MOR-BLK01-PCS006-WS2-BOM,100.0
MOR-BLK01-PCS006-WS2-BOM,100.0
MOR-BLK01-PCS006-WS2-GHI,100.0
MOR-BLK01-PCS006-WS2-GHI,100.0
MOR-BLK01-PCS006-WS2-GHI,100.0
MOR-BLK01-PCS006-WS2-GHI,100.0
MOR-BLK01-PCS006-WS2-GHI,100.0
MOR-BLK01-PCS006-WS2-POA,100.0
LAM-BLK04-PCS049-WS5-GHI,100.0
LAM-BLK04-PCS027-WS1-GHI,100.0
HEN-BLK03-PCS002-WS3-GHI,100.0
LAM-BLK02-PCS039-WS4-GHI,100.0
HEN-BLK03-PCS002-WS3-GHI,100.0
HEN-BLK03-PCS002-WS3-GHI,100.0
HEN-BLK03-PCS002-WS3-GHI,100.0
HEN-BLK03-PCS002-WS3-POA,100.0
HEN-BLK03-PCS002-WS3-POA,100.0
HEN-BLK03-PCS002-WS3-POA,100.0
HEN-BLK03-PCS002-WS3-POA,100.0
HEN-BLK03-PCS002-WS3-POA,100.0
LAM-BLK02-PCS039-WS4-GHI,100.0
LAM-BLK02-PCS039-WS4-GHI,100.0
LAM-BLK04-PCS027-WS1-GHI,100.0
LAM-BLK02-PCS039-WS4-GHI,100.0
LAM-BLK02-PCS039-WS4-GHI,100.0
LAM-BLK02-PCS039-WS4-POA,100.0
LAM-BLK02-PCS039-WS4-POA,100.0
LAM-BLK02-PCS039-WS4-POA,100.0
LAM-BLK02-PCS039-WS4-POA,100.0
LAM-BLK02-PCS039-WS4-POA,100.0
LAM-BLK04-PCS027-WS1-GHI,100.0
LAM-BLK04-PCS027-WS1-GHI,100.0
SAH-BLK01-PCS016-WS1-POA,100.0
SAH-BLK02-PCS004-WS2-BOM,100.0
GW1-BLK01-PCS001-WS1-GHI,100.0
SPM-BLK02-PCS00R-WS3-POA,100.0
SPM-BLK01-PCS00V-WS4-POA,100.0
SPM-BLK02-PCS00F-WS2-GHI,100.0
SPM-BLK02-PCS00F-WS2-GHI,100.0
SPM-BLK02-PCS00F-WS2-GHI,100.0
SPM-BLK02-PCS00F-WS2-GHI,100.0
SPM-BLK02-PCS00F-WS2-GHI,100.0
SPM-BLK02-PCS00F-WS2-POA,100.0
SPM-BLK02-PCS00F-WS2-POA,100.0
SPM-BLK02-PCS00F-WS2-POA,100.0
SPM-BLK02-PCS00F-WS2-POA,100.0
SPM-BLK02-PCS00F-WS2-POA,100.0
SPM-BLK02-PCS00R-WS3-BOM,100.0
SPM-BLK02-PCS00R-WS3-BOM,100.0
SPM-BLK02-PCS00R-WS3-BOM,100.0
SPM-BLK02-PCS00R-WS3-BOM,100.0
SPM-BLK02-PCS00R-WS3-BOM,100.0
SPM-BLK02-PCS00R-WS3-GHI,100.0
SPM-BLK02-PCS00R-WS3-GHI,100.0
SPM-BLK02-PCS00R-WS3-GHI,100.0
SPM-BLK02-PCS00R-WS3-GHI,100.0
SPM-BLK02-PCS00R-WS3-GHI,100.0
SPM-BLK01-PCS00V-WS4-POA,100.0
SPM-BLK01-PCS00V-WS4-POA,100.0
SPM-BLK01-PCS00V-WS4-POA,100.0
SLS-BLK08-PCS005-WS6-POA,100.0
SLS-BLK08-PCS005-WS6-GHI,100.0
SLS-BLK08-PCS005-WS6-GHI,100.0
SLS-BLK08-PCS005-WS6-GHI,100.0
SLS-BLK08-PCS005-WS6-GHI,100.0
SLS-BLK08-PCS005-WS6-GHI,100.0
SLS-BLK08-PCS005-WS6-POA,100.0
SLS-BLK08-PCS005-WS6-POA,100.0
SLS-BLK08-PCS005-WS6-POA,100.0
SLS-BLK08-PCS005-WS6-POA,100.0
SPM-BLK01-PCS00D-WS1-GHI,100.0
SPM-BLK01-PCS00V-WS4-POA,100.0
SPM-BLK01-PCS00D-WS1-GHI,100.0
SPM-BLK01-PCS00D-WS1-GHI,100.0
SPM-BLK01-PCS00D-WS1-GHI,100.0
SPM-BLK01-PCS00D-WS1-GHI,100.0
SPM-BLK01-PCS00V-WS4-GHI,100.0
SPM-BLK01-PCS00V-WS4-GHI,100.0
SPM-BLK01-PCS00V-WS4-GHI,100.0
SPM-BLK01-PCS00V-WS4-GHI,100.0
SPM-BLK01-PCS00V-WS4-GHI,100.0
SPM-BLK02-PCS00R-WS3-POA,100.0
SPM-BLK02-PCS00R-WS3-POA,100.0
SAH-BLK02-PCS004-WS2-BOM,100.0
SPM-BLK02-PCS00R-WS3-POA,100.0
SSO-BLK02-PCS019-WS2-GHI,100.0
SSO-BLK02-PCS019-WS2-GHI,100.0
SSO-BLK02-PCS019-WS2-POA,100.0
SSO-BLK02-PCS019-WS2-POA,100.0
SSO-BLK02-PCS019-WS2-POA,100.0
SSO-BLK02-PCS019-WS2-POA,100.0
SSO-BLK02-PCS019-WS2-POA,100.0
TRQ-BLK03-PCS106-WS4-POA,100.0
TRQ-BLK03-PCS106-WS4-POA,100.0
TRQ-BLK03-PCS106-WS4-POA,100.0
TRQ-BLK03-PCS106-WS4-POA,100.0
TRQ-BLK03-PCS106-WS4-POA,100.0
TRQ-BLK06-PCS083-WS3-BOM,100.0
TRQ-BLK06-PCS083-WS3-BOM,100.0
TRQ-BLK06-PCS083-WS3-BOM,100.0
TRQ-BLK06-PCS083-WS3-BOM,100.0
TRQ-BLK06-PCS083-WS3-BOM,100.0
TRQ-BLK06-PCS083-WS3-POA,100.0
TRQ-BLK06-PCS083-WS3-POA,100.0
TRQ-BLK06-PCS083-WS3-POA,100.0
TRQ-BLK06-PCS083-WS3-POA,100.0
SSO-BLK02-PCS019-WS2-GHI,100.0
SSO-BLK02-PCS019-WS2-GHI,100.0
SSO-BLK02-PCS019-WS2-GHI,100.0
SSO-BLK01-PCS002-WS1-GHI,100.0
SPM-BLK02-PCS00R-WS3-POA,100.0
SSO-BLK01-PCS002-WS1-BOM,100.0
SSO-BLK01-PCS002-WS1-BOM,100.0
SSO-BLK01-PCS002-WS1-BOM,100.0
SSO-BLK01-PCS002-WS1-BOM,100.0
SSO-BLK01-PCS002-WS1-BOM,100.0
SSO-BLK01-PCS002-WS1-GHI,100.0
SSO-BLK01-PCS002-WS1-GHI,100.0
SSO-BLK01-PCS002-WS1-GHI,100.0
SSO-BLK01-PCS002-WS1-GHI,100.0
SSO-BLK02-PCS019-WS2-BOM,100.0
SSO-BLK01-PCS002-WS1-POA,100.0
SSO-BLK01-PCS002-WS1-POA,100.0
SSO-BLK01-PCS002-WS1-POA,100.0
SSO-BLK01-PCS002-WS1-POA,100.0
SSO-BLK01-PCS002-WS1-POA,100.0
SSO-BLK02-PCS019-WS2-BOM,100.0
SSO-BLK02-PCS019-WS2-BOM,100.0
SSO-BLK02-PCS019-WS2-BOM,100.0
SSO-BLK02-PCS019-WS2-BOM,100.0
SLS-BLK08-PCS005-WS6-BOM,100.0
SLS-BLK08-PCS005-WS6-BOM,100.0
SLS-BLK08-PCS005-WS6-BOM,100.0
SLS-BLK08-PCS005-WS6-BOM,100.0
SAK-BLK02-PCS018-WS2-BOM,100.0
SAK-BLK02-PCS018-WS2-BOM,100.0
SAK-BLK02-PCS018-WS2-BOM,100.0
SAK-BLK02-PCS018-WS2-GHI,100.0
SAK-BLK02-PCS018-WS2-GHI,100.0
SAK-BLK02-PCS018-WS2-GHI,100.0
SAK-BLK02-PCS018-WS2-GHI,100.0
SAK-BLK02-PCS018-WS2-GHI,100.0
SAK-BLK02-PCS018-WS2-POA,100.0
SAK-BLK02-PCS018-WS2-POA,100.0
SAK-BLK02-PCS018-WS2-POA,100.0
SAK-BLK02-PCS018-WS2-POA,100.0
SAK-BLK02-PCS018-WS2-POA,100.0
SHS-BLK02-PCS002-WS2-GHI,100.0
SHS-BLK02-PCS002-WS2-GHI,100.0
SHS-BLK02-PCS002-WS2-GHI,100.0
SHS-BLK02-PCS002-WS2-GHI,100.0
SHS-BLK02-PCS002-WS2-GHI,100.0
SHS-BLK02-PCS002-WS2-POA,100.0
SHS-BLK02-PCS002-WS2-POA,100.0
SHS-BLK02-PCS002-WS2-POA,100.0
SAK-BLK02-PCS018-WS2-BOM,100.0
SAK-BLK02-PCS018-WS2-BOM,100.0
SAK-BLK01-PCS010-WS1-POA,100.0
SAH-BLK02-PCS004-WS2-POA,100.0
SAH-BLK02-PCS004-WS2-BOM,100.0
SAH-BLK02-PCS004-WS2-BOM,100.0
SAH-BLK02-PCS004-WS2-GHI,100.0
SAH-BLK02-PCS004-WS2-GHI,100.0
SAH-BLK02-PCS004-WS2-GHI,100.0
SAH-BLK02-PCS004-WS2-GHI,100.0
SAH-BLK02-PCS004-WS2-GHI,100.0
SAH-BLK02-PCS004-WS2-POA,100.0
SAH-BLK02-PCS004-WS2-POA,100.0
SAH-BLK02-PCS004-WS2-POA,100.0
SAK-BLK01-PCS010-WS1-POA,100.0
SAH-BLK02-PCS004-WS2-POA,100.0
SAK-BLK01-PCS010-WS1-GHI,100.0
SAK-BLK01-PCS010-WS1-GHI,100.0
SAK-BLK01-PCS010-WS1-GHI,100.0
SAK-BLK01-PCS010-WS1-GHI,100.0
SAK-BLK01-PCS010-WS1-GHI,100.0
SAK-BLK01-PCS010-WS1-POA,100.0
SAK-BLK01-PCS010-WS1-POA,100.0
SAK-BLK01-PCS010-WS1-POA,100.0
SHS-BLK02-PCS002-WS2-POA,100.0
SHS-BLK02-PCS002-WS2-POA,100.0
SHS-BLK05-PCS002-WS4-BOM,100.0
SLS-BLK02-PCS002-WS3-GHI,100.0
SLS-BLK01-PCS005-WS2-GHI,100.0
SLS-BLK01-PCS005-WS2-GHI,100.0
SLS-BLK01-PCS005-WS2-GHI,100.0
SLS-BLK01-PCS005-WS2-GHI,100.0
SLS-BLK01-PCS005-WS2-POA,100.0
SLS-BLK01-PCS005-WS2-POA,100.0
SLS-BLK01-PCS005-WS2-POA,100.0
SLS-BLK01-PCS005-WS2-POA,100.0
SLS-BLK01-PCS005-WS2-POA,100.0
SLS-BLK02-PCS002-WS3-GHI,100.0
SLS-BLK01-PCS002-WS1-POA,100.0
SLS-BLK02-PCS002-WS3-GHI,100.0
SLS-BLK02-PCS002-WS3-GHI,100.0
SLS-BLK02-PCS002-WS3-GHI,100.0
SLS-BLK02-PCS002-WS3-POA,100.0
SLS-BLK02-PCS002-WS3-POA,100.0
SLS-BLK02-PCS002-WS3-POA,100.0
SLS-BLK02-PCS002-WS3-POA,100.0
SLS-BLK02-PCS002-WS3-POA,100.0
SLS-BLK08-PCS005-WS6-BOM,100.0
SLS-BLK01-PCS005-WS2-GHI,100.0
SLS-BLK01-PCS002-WS1-POA,100.0
SHS-BLK05-PCS002-WS4-BOM,100.0
SHS-BLK05-PCS002-WS4-POA,100.0
SHS-BLK05-PCS002-WS4-BOM,100.0
SHS-BLK05-PCS002-WS4-BOM,100.0
SHS-BLK05-PCS002-WS4-BOM,100.0
SHS-BLK05-PCS002-WS4-GHI,100.0
SHS-BLK05-PCS002-WS4-GHI,100.0
SHS-BLK05-PCS002-WS4-GHI,100.0
SHS-BLK05-PCS002-WS4-GHI,100.0
SHS-BLK05-PCS002-WS4-GHI,100.0
SHS-BLK05-PCS002-WS4-POA,100.0
SHS-BLK05-PCS002-WS4-POA,100.0
SLS-BLK01-PCS002-WS1-POA,100.0
SHS-BLK05-PCS002-WS4-POA,100.0
SHS-BLK05-PCS002-WS4-POA,100.0
SLS-BLK01-PCS002-WS1-GHI,100.0
SLS-BLK01-PCS002-WS1-GHI,100.0
SLS-BLK01-PCS002-WS1-GHI,100.0
SLS-BLK01-PCS002-WS1-GHI,100.0
SLS-BLK01-PCS002-WS1-GHI,100.0
SLS-BLK01-PCS002-WS1-POA,100.0
SLS-BLK01-PCS002-WS1-POA,100.0
GW1-BLK01-PCS001-WS1-GHI,100.0
TRQ-BLK06-PCS083-WS3-POA,100.0
CVS-BLK01-PCS015-WS2-POA,100.0
CVS-BLK03-PCS021-WS4-POA,100.0
CVS-BLK02-PCS002-WS3-POA,100.0
CVS-BLK03-PCS021-WS4-GHI,100.0
CVS-BLK03-PCS021-WS4-GHI,100.0
CVS-BLK03-PCS021-WS4-GHI,100.0
CVS-BLK03-PCS021-WS4-GHI,100.0
CVS-BLK03-PCS021-WS4-GHI,100.0
CVS-BLK03-PCS021-WS4-POA,100.0
CVS-BLK03-PCS021-WS4-POA,100.0
CVS-BLK02-PCS002-WS3-POA,100.0
CVS-BLK03-PCS021-WS4-POA,100.0
CVS-BLK03-PCS021-WS4-POA,100.0
CVS-BLK04-PCS012-WS5-BOM,100.0
CVS-BLK04-PCS012-WS5-BOM,100.0
CVS-BLK04-PCS012-WS5-BOM,100.0
CVS-BLK04-PCS012-WS5-BOM,100.0
CVS-BLK04-PCS012-WS5-BOM,100.0
CVS-BLK02-PCS002-WS3-POA,100.0
CVS-BLK02-PCS002-WS3-POA,100.0
CVS-BLK04-PCS012-WS5-GHI,100.0
CVS-BLK01-PCS015-WS2-POA,100.0
CVS-BLK01-PCS005-WS1-GHI,100.0
CVS-BLK01-PCS015-WS2-GHI,100.0
CVS-BLK01-PCS015-WS2-GHI,100.0
CVS-BLK01-PCS015-WS2-GHI,100.0
CVS-BLK01-PCS015-WS2-GHI,100.0
CVS-BLK01-PCS015-WS2-GHI,100.0
CVS-BLK01-PCS015-WS2-POA,100.0
CVS-BLK01-PCS015-WS2-POA,100.0
CVS-BLK02-PCS002-WS3-POA,100.0
BFC-BLK01-PCS002-WS1-GHI,100.0
CVS-BLK01-PCS015-WS2-POA,100.0
CVS-BLK02-PCS002-WS3-GHI,100.0
CVS-BLK02-PCS002-WS3-GHI,100.0
CVS-BLK02-PCS002-WS3-GHI,100.0
CVS-BLK02-PCS002-WS3-GHI,100.0
CVS-BLK02-PCS002-WS3-GHI,100.0
CVS-BLK04-PCS012-WS5-GHI,100.0
CVS-BLK04-PCS012-WS5-GHI,100.0
CVS-BLK01-PCS005-WS1-GHI,100.0
DCS-BLK01-PCS001-WS1-POA,100.0
CVS-BLK05-PCS011-WS6-POA,100.0
BFC-BLK01-PCS002-WS1-GHI,100.0
ADB-BLK01-PCS013-WS3-POA,100.0
ADB-BLK01-PCS013-WS3-POA,100.0
ADB-BLK01-PCS013-WS3-POA,100.0
ADB-BLK01-PCS013-WS3-POA,100.0
DCS-BLK01-PCS001-WS1-POA,100.0
DCS-BLK01-PCS001-WS1-POA,100.0
CVS-BLK05-PCS011-WS6-POA,100.0
DCS-BLK01-PCS001-WS1-POA,100.0
DCS-BLK01-PCS001-WS1-POA,100.0
DCS-BLK01-PCS005-WS2-GHI,100.0
DCS-BLK01-PCS005-WS2-GHI,100.0
DCS-BLK01-PCS005-WS2-GHI,100.0
DCS-BLK01-PCS005-WS2-GHI,100.0
DCS-BLK01-PCS005-WS2-GHI,100.0
CVS-BLK05-PCS011-WS6-POA,100.0
CVS-BLK05-PCS011-WS6-POA,100.0
CVS-BLK04-PCS012-WS5-GHI,100.0
CVS-BLK05-PCS011-WS6-BOM,100.0
CVS-BLK04-PCS012-WS5-GHI,100.0
CVS-BLK04-PCS012-WS5-POA,100.0
CVS-BLK04-PCS012-WS5-POA,100.0
CVS-BLK04-PCS012-WS5-POA,100.0
CVS-BLK04-PCS012-WS5-POA,100.0
CVS-BLK04-PCS012-WS5-POA,100.0
CVS-BLK05-PCS011-WS6-BOM,100.0
CVS-BLK05-PCS011-WS6-BOM,100.0
CVS-BLK05-PCS011-WS6-POA,100.0
CVS-BLK05-PCS011-WS6-BOM,100.0
CVS-BLK05-PCS011-WS6-BOM,100.0
CVS-BLK05-PCS011-WS6-GHI,100.0
BFC-BLK03-PCS006-WS4-GHI,100.0
CVS-BLK05-PCS011-WS6-GHI,100.0
CVS-BLK05-PCS011-WS6-GHI,100.0
CVS-BLK05-PCS011-WS6-GHI,100.0
CVS-BLK01-PCS005-WS1-GHI,100.0
CVS-BLK01-PCS005-WS1-GHI,100.0
DCS-BLK01-PCS005-WS2-POA,100.0
BWS-BLK02-PCS002-WS1-POA,100.0
BFC-BLK02-PCS003-WS3-POA,100.0
BWS-BLK02-PCS002-WS1-GHI,100.0
BWS-BLK02-PCS002-WS1-GHI,100.0
BWS-BLK02-PCS002-WS1-GHI,100.0
BWS-BLK02-PCS002-WS1-GHI,100.0
BWS-BLK02-PCS002-WS1-GHI,100.0
BWS-BLK02-PCS002-WS1-POA,100.0
BWS-BLK02-PCS002-WS1-POA,100.0
BFC-BLK02-PCS003-WS3-POA,100.0
BWS-BLK02-PCS002-WS1-POA,100.0
BWS-BLK02-PCS002-WS1-POA,100.0
BWS-BLK02-PCS006-WS2-BOM,100.0
BWS-BLK02-PCS006-WS2-BOM,100.0
BWS-BLK02-PCS006-WS2-BOM,100.0
BWS-BLK02-PCS006-WS2-BOM,100.0
BWS-BLK02-PCS006-WS2-BOM,100.0
BFC-BLK02-PCS003-WS3-POA,100.0
BFM-BLK02-PCS003-WS2-POA,100.0
BWS-BLK02-PCS006-WS2-GHI,100.0
BFC-BLK03-PCS006-WS4-GHI,100.0
BFC-BLK03-PCS006-WS4-GHI,100.0
BFC-BLK03-PCS006-WS4-POA,100.0
BFC-BLK03-PCS006-WS4-POA,100.0
BFC-BLK03-PCS006-WS4-POA,100.0
BFC-BLK03-PCS006-WS4-POA,100.0
BFC-BLK03-PCS006-WS4-POA,100.0
BFC-BLK03-PCS006-WS4-GHI,100.0
BFM-BLK02-PCS003-WS2-GHI,100.0
BFM-BLK02-PCS003-WS2-POA,100.0
BFM-BLK02-PCS003-WS2-GHI,100.0
BFM-BLK02-PCS003-WS2-GHI,100.0
BFM-BLK02-PCS003-WS2-GHI,100.0
BFM-BLK02-PCS003-WS2-GHI,100.0
BFM-BLK02-PCS003-WS2-POA,100.0
BFM-BLK02-PCS003-WS2-POA,100.0
BFM-BLK02-PCS003-WS2-POA,100.0
BWS-BLK02-PCS006-WS2-GHI,100.0
BWS-BLK02-PCS006-WS2-GHI,100.0
CVS-BLK01-PCS005-WS1-GHI,100.0
BFC-BLK01-PCS002-WS1-POA,100.0
CIM-BLK03-PCS019-WS2-BOM,100.0
BFC-BLK01-PCS008-WS2-GHI,100.0
BFC-BLK01-PCS008-WS2-GHI,100.0
BFC-BLK01-PCS002-WS1-POA,100.0
BFC-BLK01-PCS002-WS1-POA,100.0
BFC-BLK01-PCS002-WS1-POA,100.0
BFC-BLK01-PCS002-WS1-POA,100.0
BFC-BLK01-PCS002-WS1-GHI,100.0
CIM-BLK03-PCS019-WS2-BOM,100.0
BFC-BLK01-PCS002-WS1-GHI,100.0
BFC-BLK01-PCS002-WS1-GHI,100.0
CLP-BLK01-PCS008-WS2-POA,100.0
CLP-BLK01-PCS008-WS2-POA,100.0
CLP-BLK01-PCS008-WS2-POA,100.0
CLP-BLK01-PCS008-WS2-POA,100.0
CLP-BLK01-PCS008-WS2-POA,100.0
CIM-BLK03-PCS019-WS2-BOM,100.0
CIM-BLK03-PCS019-WS2-BOM,100.0
BWS-BLK02-PCS006-WS2-GHI,100.0
BFC-BLK02-PCS003-WS3-POA,100.0
BWS-BLK02-PCS006-WS2-GHI,100.0
BWS-BLK02-PCS006-WS2-POA,100.0
BWS-BLK02-PCS006-WS2-POA,100.0
BWS-BLK02-PCS006-WS2-POA,100.0
BWS-BLK02-PCS006-WS2-POA,100.0
BWS-BLK02-PCS006-WS2-POA,100.0
BFC-BLK02-PCS003-WS3-POA,100.0
BFC-BLK02-PCS003-WS3-GHI,100.0
CIM-BLK03-PCS019-WS2-BOM,100.0
BFC-BLK02-PCS003-WS3-GHI,100.0
BFC-BLK02-PCS003-WS3-GHI,100.0
BFC-BLK02-PCS003-WS3-GHI,100.0
